Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,extracted_hashtags
324,328," Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",apprehensive,2021-06-10 10:00:00, WindWhisperer , Instagram , #Apprehensive #StormOfDoubt ,14.0,28.0, Canada ,2021,6,10,10,apprehensive whispers in the wind a forecast of uncertainty the mind s weather vane spinning wildly in the storm of doubt,
325,329," Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",overwhelmed,2020-02-22 15:20:00, MazeExplorer , Facebook , #Overwhelmed #MinotaurOfPressure ,22.0,44.0, USA ,2020,2,22,15,overwhelmed by the maze of expectations a minotaur of pressure lurking in the labyrinth waiting to devour the spirit of resilience,
326,330," Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",jealous,2018-03-17 14:45:00, WoundedGarden , Twitter , #Jealous #BloomingAchievements ,16.0,32.0, UK ,2018,3,17,14,jealousy a festering wound the pain intensifying with each glance at the garden of others achievements blooming beyond the fence,
327,331," Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",devastated,2022-10-28 11:15:00, RuinedHeart , Instagram , #Devastated #EchoesOfShatteredDreams ,25.0,50.0, Australia ,2022,10,28,11,devastated a heart in ruins the echoes of shattered dreams reverberating in the chambers a requiem for what once was whole,
328,332," Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",frustrated,2020-11-01 12:30:00, KnotUntangler , Facebook , #Frustrated #LabyrinthOfMiscommunication ,14.0,28.0, India ,2020,11,1,12,frustrated attempts to untangle the knot of confusion the threads of understanding slipping further into the labyrinth of miscommunication,
329,333," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",envious,2021-01-15 22:10:00, ElusiveKeys , Twitter , #Envious #DesireForKeys ,20.0,40.0, USA ,2021,1,15,22,envious eyes locked on the treasure chest of opportunities a heartache fueled by the desire for keys that seem forever elusive,
330,334," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive,2018-08-18 14:00:00, IndifferentFort , Instagram , #Dismissive #IndifferencePerformance ,12.0,24.0, Australia ,2018,8,18,14,dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference,
331,335," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",frustrated,2022-01-07 11:10:00, DreamMosaic , Twitter , #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11,shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration,
332,336," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",loneliness,2019-09-19 03:30:00, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18.0,36.0, Australia ,2019,9,19,3,loneliness a silent companion in the night the only echo in the chamber of solitude a heart s solitary nocturne,
333,337,Awe-struck by the breathtaking sunrise over the mountains.      ,awe,2022-04-03 06:15:00, NatureAdmirer  , Instagram , #Awe #BreathtakingSunrise                   ,28.0,55.0, USA               ,2022,4,3,6,awe struck by the breathtaking sunrise over the mountains,
334,338,Navigating through the challenges with determination.          ,determination,2023-10-12 10:30:00, GoalPursuer    , Twitter  , #Determination #Challenges                  ,15.0,30.0, Canada            ,2023,10,12,10,navigating through the challenges with determination,
335,339,Nostalgia hits while flipping through an old photo album.     ,nostalgia,2019-06-28 19:00:00, MemoryLane     , Facebook , #Nostalgia #OldMemories                     ,22.0,45.0, UK                ,2019,6,28,19,nostalgia hits while flipping through an old photo album,
336,340,Thrilled to witness the grandeur of a cultural festival.       ,thrill,2020-09-15 14:45:00, CultureEnthusiast , Instagram , #Thrill #CulturalCelebration              ,40.0,80.0, India              ,2020,9,15,14,thrilled to witness the grandeur of a cultural festival,
337,341,Calmness found in the rhythm of raindrops on the windowpane.   ,calmness,2017-11-08 21:20:00, RainWatcher    , Twitter  , #Calmness #RainyDays                        ,18.0,35.0, Australia          ,2017,11,8,21,calmness found in the rhythm of raindrops on the windowpane,
338,342,Overwhelmed by the support received during a personal challenge.,overwhelmed,2021-05-20 17:30:00, PersonalJourney , Facebook , #Overwhelmed #SupportiveCommunity          ,25.0,50.0, USA               ,2021,5,20,17,overwhelmed by the support received during a personal challenge,
339,343,Excitement builds as the countdown to a long-awaited vacation begins. ,excitement,2023-01-10 12:00:00, VacationDreamer , Instagram , #Excitement #VacationCountdown        ,30.0,60.0, France            ,2023,1,10,12,excitement builds as the countdown to a long awaited vacation begins,
340,344,"Reflecting on life's journey, grateful for the lessons learned. ",gratitude,2018-12-05 08:45:00, LifeLearner   , Twitter  , #Gratitude #LifeLessons                    ,35.0,70.0, Brazil            ,2018,12,5,8,reflecting on life s journey grateful for the lessons learned,
341,345,Bittersweet emotions arise while bidding farewell to a dear friend. ,bittersweet,2020-03-15 18:30:00, FarewellSender , Instagram , #Bittersweet #Farewell                     ,20.0,40.0, Japan             ,2020,3,15,18,bittersweet emotions arise while bidding farewell to a dear friend,
342,346,Curiosity sparked by exploring a mysterious ancient ruin.      ,curiosity,2016-08-22 15:10:00, HistoryExplorer , Facebook , #Curiosity #AncientDiscovery          ,18.0,35.0, Greece            ,2016,8,22,15,curiosity sparked by exploring a mysterious ancient ruin,
343,347,Admiration for the intricate details of a handcrafted masterpiece. ,admiration,2019-08-20 16:00:00, CraftEnthusiast , Instagram , #Admiration #HandcraftedArt               ,25.0,50.0, USA               ,2019,8,20,16,admiration for the intricate details of a handcrafted masterpiece,
344,348,Overjoyed by the warmth of a cozy fireplace on a winter evening.   ,overjoyed,2021-12-08 19:30:00, WinterLover     , Twitter  , #Overjoyed #WinterWarmth                  ,18.0,35.0, Canada            ,2021,12,8,19,overjoyed by the warmth of a cozy fireplace on a winter evening,
345,349,Inspiration strikes while observing the colors of a vibrant sunset.,inspiration,2020-06-10 20:45:00, SunsetWatcher   , Instagram , #Inspiration #ColorfulSunset             ,30.0,60.0, UK                ,2020,6,10,20,inspiration strikes while observing the colors of a vibrant sunset,
346,350,Motivated to achieve fitness goals after an invigorating workout.  ,motivation,2022-02-28 07:15:00, FitnessJunkie   , Facebook , #Motivation #FitnessGoals                 ,40.0,80.0, Australia          ,2022,2,28,7,motivated to achieve fitness goals after an invigorating workout,
347,351,Gratitude for the simple joys found in a cup of morning coffee.    ,gratitude,2017-04-15 08:00:00, CoffeeLover     , Twitter  , #Gratitude #MorningCoffee                 ,22.0,45.0, India             ,2017,4,15,8,gratitude for the simple joys found in a cup of morning coffee,
348,352,Feeling empowered after conquering a challenging hiking trail.     ,empowerment,2018-09-05 14:20:00, HikingExplorer  , Instagram , #Empowerment #HikingAdventure             ,35.0,70.0, USA               ,2018,9,5,14,feeling empowered after conquering a challenging hiking trail,
349,353,Amused by the antics of playful kittens during playtime.           ,amusement,2022-10-22 12:45:00, KittyObserver   , Facebook , #Amusement #PlayfulKittens               ,15.0,30.0, Canada            ,2022,10,22,12,amused by the antics of playful kittens during playtime,
350,354,Contemplating life's mysteries under the starry night sky.         ,contemplation,2016-07-02 23:30:00, Stargazer       , Twitter  , #Contemplation #StarryNight               ,28.0,55.0, UK                ,2016,7,2,23,contemplating life s mysteries under the starry night sky,
351,355,Joyful reunion with long-lost friends after years of separation.   ,joyfulreunion,2020-11-18 17:10:00, FriendshipRenewal , Instagram , #JoyfulReunion #Friendship               ,20.0,40.0, India             ,2020,11,18,17,joyful reunion with long lost friends after years of separation,
352,356,Excitement builds while preparing for a surprise celebration.     ,excitement,2023-03-05 15:00:00, CelebrationPlanner , Facebook , #Excitement #SurpriseCelebration         ,30.0,60.0, Australia          ,2023,3,5,15,excitement builds while preparing for a surprise celebration,
353,357,Satisfaction derived from successfully completing a DIY project.  ,satisfaction,2015-12-01 11:30:00, DIYEnthusiast   , Twitter  , #Satisfaction #DIYProject                 ,25.0,50.0, USA               ,2015,12,1,11,satisfaction derived from successfully completing a diy project,
354,358,Feeling blessed for the supportive community in times of need.    ,blessed,2021-09-10 09:45:00, CommunityHelper , Instagram , #Blessed #SupportiveCommunity            ,18.0,35.0, UK                ,2021,9,10,9,feeling blessed for the supportive community in times of need,
355,359,Captivated by the serenity of a tranquil garden in full bloom.     ,serenity,2018-05-12 14:20:00, GardenEnthusiast , Facebook , #Serenity #TranquilGarden                ,22.0,45.0, Canada            ,2018,5,12,14,captivated by the serenity of a tranquil garden in full bloom,
356,360,Anticipation for an upcoming adventure in an exotic destination.   ,anticipation,2022-07-25 10:00:00, Wanderlust      , Twitter  , #Anticipation #AdventureAwaits           ,40.0,80.0, India             ,2022,7,25,10,anticipation for an upcoming adventure in an exotic destination,
357,361,Reflecting on personal growth achieved through life experiences.  ,reflection,2019-03-08 18:30:00, GrowthSeeker    , Instagram , #Reflection #PersonalGrowth              ,35.0,70.0, USA               ,2019,3,8,18,reflecting on personal growth achieved through life experiences,
358,362,Nostalgic memories flood in while revisiting childhood favorites. ,nostalgia,2017-01-28 21:15:00, ChildhoodMemories , Facebook , #Nostalgia #ChildhoodFavorites           ,20.0,40.0, Australia          ,2017,1,28,21,nostalgic memories flood in while revisiting childhood favorites,
359,363,Appreciation for the vibrant culture experienced during travel.   ,appreciation,2016-11-14 13:45:00, CultureExplorer , Twitter  , #Appreciation #CulturalExperience        ,28.0,55.0, UK                ,2016,11,14,13,appreciation for the vibrant culture experienced during travel,
360,364,Confidence soars after overcoming public speaking anxiety.       ,confidence,2020-04-02 17:30:00, PublicSpeaker   , Instagram , #Confidence #OvercomingAnxiety          ,15.0,30.0, USA               ,2020,4,2,17,confidence soars after overcoming public speaking anxiety,
361,365,Contentment in the midst of a family gathering filled with laughter. ,contentment,2023-01-15 19:00:00, FamilyCelebration , Facebook , #Contentment #FamilyLaughter             ,25.0,50.0, Canada            ,2023,1,15,19,contentment in the midst of a family gathering filled with laughter,
362,366,Enthusiasm for learning new skills and expanding knowledge.      ,enthusiasm,2018-08-07 12:15:00, LifelongLearner , Twitter  , #Enthusiasm #SkillBuilding               ,30.0,60.0, India             ,2018,8,7,12,enthusiasm for learning new skills and expanding knowledge,
363,367,Surprise and delight at discovering a hidden gem in the city.    ,surprise,2019-10-18 16:45:00, CityExplorer    , Instagram , #Surprise #HiddenGem                      ,18.0,35.0, UK                ,2019,10,18,16,surprise and delight at discovering a hidden gem in the city,
364,368,A sense of accomplishment after completing a challenging workout.,accomplishment,2022-06-30 07:00:00, FitnessAchiever , Facebook , #Accomplishment #FitnessSuccess         ,22.0,45.0, Australia          ,2022,6,30,7,a sense of accomplishment after completing a challenging workout,
